round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
2,0.8789,Qm00000066,8,7419,0.173770,0.947648,0.9476,0.6849,0.2627,delta,Qm00000061,Qm00000062,0.7928,0.0000,27.6993,2.5029,122.6424,4.9998,1,1,0,none
2,0.8789,Qm00000066,9,3310,0.228909,0.934562,0.9346,0.6349,0.2997,delta,Qm00000063,Qm00000064,0.1071,0.0000,16.5406,2.2842,111.9256,4.4751,1,1,0,none
3,0.8883,Qm00000088,0,7682,0.213388,0.941122,0.9411,0.7330,0.2081,delta,Qm00000067,Qm00000068,0.6016,0.0000,74.5680,3.3531,164.3020,2.4465,1,1,0,none
3,0.8883,Qm00000088,1,6725,0.131558,0.961145,0.9611,0.5522,0.4089,delta,Qm00000069,Qm00000070,0.6273,0.0000,39.7072,2.6835,131.4913,2.3789,1,1,0,none
3,0.8883,Qm00000088,2,1321,0.138073,0.961771,0.9618,0.7454,0.2164,delta,Qm00000071,Qm00000072,0.5000,0.0000,26.4848,2.4295,119.0464,2.3090,1,1,0,none
3,0.8883,Qm00000088,3,9621,0.233059,0.933073,0.9331,0.7580,0.1751,delta,Qm00000073,Qm00000074,0.5000,0.0000,30.6636,2.5098,122.9796,2.3789,1,1,0,none
3,0.8883,Qm00000088,4,5106,0.167666,0.954328,0.9543,0.6653,0.2890,delta,Qm00000075,Qm00000076,0.5277,0.0000,27.9240,2.4572,120.4010,2.3816,1,1,0,none
3,0.8883,Qm00000088,5,4853,0.197951,0.941768,0.9418,0.7343,0.2075,delta,Qm00000077,Qm00000078,0.1755,0.0000,24.3958,2.3894,117.0803,2.3542,1,1,0,none
3,0.8883,Qm00000088,6,2291,0.230722,0.931340,0.9313,0.7725,0.1588,delta,Qm00000079,Qm00000080,0.0000,0.0000,18.4801,2.2758,111.5125,2.2650,1,1,0,none
3,0.8883,Qm00000088,7,11672,0.222871,0.935692,0.9357,0.7284,0.2073,delta,Qm00000081,Qm00000082,0.5000,0.0000,27.4612,2.4483,119.9654,2.4466,1,1,0,none
3,0.8883,Qm00000088,8,7419,0.161697,0.949953,0.9500,0.7123,0.2377,delta,Qm00000083,Qm00000084,0.7934,0.0000,27.6993,2.4528,120.1895,2.4999,1,1,0,none
3,0.8883,Qm00000088,9,3310,0.212139,0.938127,0.9381,0.6678,0.2703,delta,Qm00000085,Qm00000086,0.1285,0.0000,16.5406,2.2385,109.6871,2.2375,1,1,0,none
4,0.8930,Qm00000110,0,7682,0.204066,0.942905,0.9429,0.7423,0.2006,delta,Qm00000089,Qm00000090,0.6155,0.0000,74.5680,3.2860,161.0159,1.2233,1,1,0,none
4,0.8930,Qm00000110,1,6725,0.126484,0.962691,0.9627,0.5811,0.3816,delta,Qm00000091,Qm00000092,0.6564,0.0000,39.7072,2.6298,128.8615,1.1895,1,1,0,none
4,0.8930,Qm00000110,2,1321,0.135016,0.961771,0.9618,0.7673,0.1945,delta,Qm00000093,Qm00000094,0.5000,0.0000,26.4848,2.3809,116.6655,1.1545,1,1,0,none
4,0.8930,Qm00000110,3,9621,0.224394,0.935537,0.9355,0.7743,0.1612,delta,Qm00000095,Qm00000096,0.4994,0.0000,30.6636,2.4596,120.5200,1.1895,1,1,0,none
4,0.8930,Qm00000110,4,5106,0.162055,0.956189,0.9562,0.6911,0.2651,delta,Qm00000097,Qm00000098,0.5146,0.0000,27.9240,2.4080,117.9930,1.1908,1,1,0,none
4,0.8930,Qm00000110,5,4853,0.192375,0.942798,0.9428,0.7372,0.2056,delta,Qm00000099,Qm00000100,0.1626,0.0000,24.3958,2.3416,114.7387,1.1771,1,1,0,none
4,0.8930,Qm00000110,6,2291,0.220067,0.933348,0.9333,0.7882,0.1451,delta,Qm00000101,Qm00000102,0.0364,18.6528,37.1328,0.0000,130.1652,11.0918,0,1,0,none
4,0.8930,Qm00000110,7,11672,0.214846,0.937337,0.9373,0.7382,0.1991,delta,Qm00000103,Qm00000104,0.5000,0.0000,27.4612,2.3993,117.5661,1.2233,1,1,0,none
4,0.8930,Qm00000110,8,7419,0.154149,0.952204,0.9522,0.7252,0.2270,delta,Qm00000105,Qm00000106,0.7744,0.0000,27.6993,2.4038,117.7858,1.2499,1,1,0,none
4,0.8930,Qm00000110,9,3310,0.202329,0.939637,0.9396,0.6885,0.2511,delta,Qm00000107,Qm00000108,0.1344,0.0000,16.5406,2.1937,107.4933,1.1188,1,1,0,none
5,0.8956,Qm00000132,0,7682,0.197610,0.944637,0.9446,0.7499,0.1947,delta,Qm00000111,Qm00000112,0.6165,0.0000,74.5680,3.2203,157.7956,0.6116,1,1,0,none
5,0.8956,Qm00000132,1,6725,0.122834,0.964149,0.9641,0.6080,0.3561,delta,Qm00000113,Qm00000114,0.7035,0.0000,39.7072,2.5772,126.2842,0.5947,1,1,0,none
5,0.8956,Qm00000132,2,1321,0.132334,0.962604,0.9626,0.7863,0.1763,delta,Qm00000115,Qm00000116,0.5000,0.0000,26.4848,2.3333,114.3322,0.5773,1,1,0,none
5,0.8956,Qm00000132,3,9621,0.218220,0.937096,0.9371,0.7721,0.1650,delta,Qm00000117,Qm00000118,0.4992,0.0000,30.6636,2.4104,118.1096,0.5947,1,1,0,none
5,0.8956,Qm00000132,4,5106,0.158636,0.957775,0.9578,0.7067,0.2511,delta,Qm00000119,Qm00000120,0.5178,0.0000,27.9240,2.3599,115.6332,0.5954,1,1,0,none
5,0.8956,Qm00000132,5,4853,0.188917,0.943684,0.9437,0.7480,0.1957,delta,Qm00000121,Qm00000122,0.1432,0.0000,24.3958,2.2948,112.4440,0.5886,1,1,0,none
5,0.8956,Qm00000132,6,2291,0.212764,0.934963,0.9350,0.7943,0.1407,delta,Qm00000123,Qm00000124,0.0066,17.5055,54.6383,0.0000,147.6708,18.8213,0,1,0,none
5,0.8956,Qm00000132,7,11672,0.208944,0.939188,0.9392,0.7512,0.1880,delta,Qm00000125,Qm00000126,0.5000,0.0000,27.4612,2.3513,115.2148,0.6117,1,1,0,none
5,0.8956,Qm00000132,8,7419,0.148982,0.953525,0.9535,0.7431,0.2104,delta,Qm00000127,Qm00000128,0.7929,0.0000,27.6993,2.3557,115.4300,0.6250,1,1,0,none
5,0.8956,Qm00000132,9,3310,0.195356,0.941752,0.9418,0.7028,0.2390,delta,Qm00000129,Qm00000130,0.1604,0.0000,16.5406,2.1499,105.3435,0.5594,1,1,0,none
