round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
1,0.8579,Qm00000044,0,7682,0.257831,0.933103,0.9331,0.6883,0.2448,delta,Qm00000023,Qm00000024,0.6137,0.0000,106.5343,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,1,6725,0.153896,0.956773,0.9568,0.4192,0.5376,delta,Qm00000025,Qm00000026,0.5754,0.0000,68.5997,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,2,1321,0.177291,0.953369,0.9534,0.5948,0.3586,delta,Qm00000027,Qm00000028,0.5000,0.0000,51.6775,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,3,9621,0.273455,0.924800,0.9248,0.7297,0.1951,delta,Qm00000029,Qm00000030,0.5000,0.0000,57.9304,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,4,5106,0.199490,0.946298,0.9463,0.5380,0.4083,delta,Qm00000031,Qm00000032,0.5236,0.0000,55.4740,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,5,4853,0.230895,0.933814,0.9338,0.6859,0.2479,delta,Qm00000033,Qm00000034,0.2813,0.0000,48.6243,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,6,2291,0.295650,0.923920,0.9239,0.6906,0.2333,delta,Qm00000035,Qm00000036,0.0762,0.0000,37.0334,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,7,11672,0.258551,0.927836,0.9278,0.7060,0.2218,delta,Qm00000037,Qm00000038,0.5243,0.0000,58.5276,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,8,7419,0.198738,0.942809,0.9428,0.6431,0.2997,delta,Qm00000039,Qm00000040,0.8393,0.0000,66.0279,1.9600,96.0400,2.5000,1,1,0,none
1,0.8579,Qm00000044,9,3310,0.265098,0.927100,0.9271,0.5440,0.3831,delta,Qm00000041,Qm00000042,0.0320,0.0000,33.5299,1.9600,96.0400,2.5000,1,1,0,none
2,0.8812,Qm00000066,0,7682,0.228428,0.938545,0.9385,0.7175,0.2210,delta,Qm00000045,Qm00000046,0.6077,0.0000,145.5665,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,1,6725,0.139617,0.959048,0.9590,0.4964,0.4626,delta,Qm00000047,Qm00000048,0.6000,0.0000,104.5432,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,2,1321,0.149289,0.959349,0.9593,0.6994,0.2599,delta,Qm00000049,Qm00000050,0.5000,0.0000,83.0609,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,3,9621,0.246627,0.930652,0.9307,0.7444,0.1863,delta,Qm00000051,Qm00000052,0.5000,0.0000,91.6849,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,4,5106,0.177573,0.952115,0.9521,0.6261,0.3260,delta,Qm00000053,Qm00000054,0.5287,0.0000,89.9375,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,5,4853,0.207153,0.940120,0.9401,0.7268,0.2133,delta,Qm00000055,Qm00000056,0.2106,0.0000,75.3957,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,6,2291,0.250152,0.928765,0.9288,0.7435,0.1853,delta,Qm00000057,Qm00000058,0.0221,0.0000,55.7537,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,7,11672,0.235582,0.932291,0.9323,0.7144,0.2179,delta,Qm00000059,Qm00000060,0.5000,0.0000,95.6942,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,8,7419,0.173505,0.947486,0.9475,0.6907,0.2568,delta,Qm00000061,Qm00000062,0.7932,0.0000,113.6851,1.9208,94.1192,1.2500,1,1,0,none
2,0.8812,Qm00000066,9,3310,0.228793,0.934471,0.9345,0.6260,0.3085,delta,Qm00000063,Qm00000064,0.1024,0.0000,51.7982,1.9208,94.1192,1.2500,1,1,0,none
