round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
0,0.8343,Qm00000022,0,7682,0.255171,0.933155,0.9332,nan,nan,delta,Qm00000001,Qm00000002,0.6702,74.5680,74.5680,0.0000,174.5680,19.4223,0,1,0,none
0,0.8343,Qm00000022,1,6725,0.146329,0.958637,0.9586,nan,nan,delta,Qm00000003,Qm00000004,0.5000,41.0731,41.0731,0.0000,141.0731,19.0315,0,1,0,none
0,0.8343,Qm00000022,2,1321,0.222252,0.943830,0.9438,nan,nan,delta,Qm00000005,Qm00000006,0.4566,32.4981,32.4981,0.0000,132.4981,18.9289,0,1,0,none
0,0.8343,Qm00000022,3,9621,0.270096,0.924048,0.9240,nan,nan,delta,Qm00000007,Qm00000008,0.5000,29.8331,29.8331,0.0000,129.8331,19.0315,0,1,0,none
0,0.8343,Qm00000022,4,5106,0.205939,0.944967,0.9450,nan,nan,delta,Qm00000009,Qm00000010,0.5072,27.3458,27.3458,0.0000,127.3458,19.0485,0,1,0,none
0,0.8343,Qm00000022,5,4853,0.250088,0.929411,0.9294,nan,nan,delta,Qm00000011,Qm00000012,0.4546,24.6916,24.6916,0.0000,124.6916,18.9243,0,1,0,none
0,0.8343,Qm00000022,6,2291,0.327016,0.916965,0.9170,nan,nan,delta,Qm00000013,Qm00000014,0.1249,18.3558,18.3558,0.0000,118.3558,18.1187,0,1,0,none
0,0.8343,Qm00000022,7,11672,0.250402,0.928270,0.9283,nan,nan,delta,Qm00000015,Qm00000016,0.6061,25.3642,25.3642,0.0000,125.3642,19.2775,0,1,0,none
0,0.8343,Qm00000022,8,7419,0.205696,0.942054,0.9421,nan,nan,delta,Qm00000017,Qm00000018,0.9216,27.4521,27.4521,0.0000,127.4521,19.9607,0,1,0,none
0,0.8343,Qm00000022,9,3310,0.279695,0.924290,0.9243,nan,nan,delta,Qm00000019,Qm00000020,0.0542,16.7447,16.7447,0.0000,116.7447,17.9425,0,1,0,none
1,0.8860,Qm00000044,0,7682,0.196714,0.945726,0.9457,nan,nan,delta,Qm00000023,Qm00000024,0.5865,30.8495,105.4174,0.0000,205.4174,27.5439,0,1,0,none
1,0.8860,Qm00000044,1,6725,0.113638,0.966364,0.9664,nan,nan,delta,Qm00000025,Qm00000026,0.5553,28.4173,69.4905,0.0000,169.4905,27.1276,0,1,0,none
1,0.8860,Qm00000044,2,1321,0.115904,0.968610,0.9686,nan,nan,delta,Qm00000027,Qm00000028,0.5000,27.1579,59.6560,0.0000,159.6560,26.9080,0,1,0,none
1,0.8860,Qm00000044,3,9621,0.216449,0.938433,0.9384,nan,nan,delta,Qm00000029,Qm00000030,0.5000,27.6331,57.4662,0.0000,157.4662,26.9985,0,1,0,none
1,0.8860,Qm00000044,4,5106,0.153218,0.959597,0.9596,nan,nan,delta,Qm00000031,Qm00000032,0.4892,27.6240,54.9698,0.0000,154.9698,26.9880,0,1,0,none
1,0.8860,Qm00000044,5,4853,0.179868,0.948032,0.9480,nan,nan,delta,Qm00000033,Qm00000034,0.2116,24.0635,48.7551,0.0000,148.7551,26.2064,0,1,0,none
1,0.8860,Qm00000044,6,2291,0.209072,0.941583,0.9416,nan,nan,delta,Qm00000035,Qm00000036,0.0601,18.3327,36.6886,0.0000,136.6886,25.1196,0,1,0,none
1,0.8860,Qm00000044,7,11672,0.207223,0.940053,0.9401,nan,nan,delta,Qm00000037,Qm00000038,0.5000,30.0481,55.4123,0.0000,155.4123,27.2153,0,1,0,none
1,0.8860,Qm00000044,8,7419,0.147286,0.955722,0.9557,nan,nan,delta,Qm00000039,Qm00000040,0.8371,38.7821,66.2343,0.0000,166.2343,28.5714,0,1,0,none
1,0.8860,Qm00000044,9,3310,0.188712,0.945861,0.9459,nan,nan,delta,Qm00000041,Qm00000042,0.1507,18.7414,35.4861,0.0000,135.4861,25.1902,0,1,0,none
2,0.8941,Qm00000066,0,7682,0.179683,0.949957,0.9500,nan,nan,delta,Qm00000045,Qm00000046,0.5778,38.0851,143.5025,0.0000,243.5025,34.7005,0,1,0,none
2,0.8941,Qm00000066,1,6725,0.105009,0.968629,0.9686,nan,nan,delta,Qm00000047,Qm00000048,0.6460,36.3620,105.8525,0.0000,205.8525,34.4888,0,1,0,none
2,0.8941,Qm00000066,2,1321,0.102618,0.971411,0.9714,nan,nan,delta,Qm00000049,Qm00000050,0.5000,33.3412,92.9972,0.0000,192.9972,33.9585,0,1,0,none
2,0.8941,Qm00000066,3,9621,0.200554,0.942601,0.9426,nan,nan,delta,Qm00000051,Qm00000052,0.5000,33.8012,91.2674,0.0000,191.2674,34.0383,0,1,0,none
2,0.8941,Qm00000066,4,5106,0.141922,0.963389,0.9634,nan,nan,delta,Qm00000053,Qm00000054,0.4763,33.4912,88.4610,0.0000,188.4610,33.9733,0,1,0,none
2,0.8941,Qm00000066,5,4853,0.167124,0.950924,0.9509,nan,nan,delta,Qm00000055,Qm00000056,0.1655,25.6798,74.4348,0.0000,174.4348,32.5280,0,1,0,none
2,0.8941,Qm00000066,6,2291,0.183987,0.945410,0.9454,nan,nan,delta,Qm00000057,Qm00000058,0.0257,0.0000,36.6886,2.7338,133.9548,12.5598,1,1,0,none
2,0.8941,Qm00000066,7,11672,0.193165,0.943920,0.9439,nan,nan,delta,Qm00000059,Qm00000060,0.5000,35.3270,90.7393,0.0000,190.7393,34.2295,0,1,0,none
2,0.8941,Qm00000066,8,7419,0.132343,0.959518,0.9595,nan,nan,delta,Qm00000061,Qm00000062,0.8190,47.1811,113.4153,0.0000,213.4153,36.1413,0,1,0,none
2,0.8941,Qm00000066,9,3310,0.168955,0.950514,0.9505,nan,nan,delta,Qm00000063,Qm00000064,0.1941,21.0453,56.5315,0.0000,156.5315,31.7024,0,1,0,none
3,0.8986,Qm00000088,0,7682,0.170835,0.952625,0.9526,nan,nan,delta,Qm00000067,Qm00000068,0.5841,43.5003,187.0028,0.0000,287.0028,41.0498,0,1,0,none
3,0.8986,Qm00000088,1,6725,0.100328,0.969809,0.9698,nan,nan,delta,Qm00000069,Qm00000070,0.7221,43.6891,149.5416,0.0000,249.5416,41.1736,0,1,0,none
3,0.8986,Qm00000088,2,1321,0.098703,0.971663,0.9717,nan,nan,delta,Qm00000071,Qm00000072,0.5000,38.0840,131.0813,0.0000,231.0813,40.1995,0,1,0,none
3,0.8986,Qm00000088,3,9621,0.192102,0.944756,0.9448,nan,nan,delta,Qm00000073,Qm00000074,0.5000,38.4967,129.7641,0.0000,229.7641,40.2699,0,1,0,none
3,0.8986,Qm00000088,4,5106,0.137222,0.964597,0.9646,nan,nan,delta,Qm00000075,Qm00000076,0.4696,37.8100,126.2709,0.0000,226.2709,40.1408,0,1,0,none
3,0.8986,Qm00000088,5,4853,0.161836,0.952030,0.9520,nan,nan,delta,Qm00000077,Qm00000078,0.1472,26.5566,100.9914,0.0000,200.9914,38.0795,0,1,0,none
3,0.8986,Qm00000088,6,2291,0.173214,0.947708,0.9477,nan,nan,delta,Qm00000079,Qm00000080,0.0326,0.0000,36.6886,2.6791,131.2757,6.2799,1,1,0,none
3,0.8986,Qm00000088,7,11672,0.185293,0.946313,0.9463,nan,nan,delta,Qm00000081,Qm00000082,0.5000,39.6005,130.3398,0.0000,230.3398,40.4387,0,1,0,none
3,0.8986,Qm00000088,8,7419,0.124867,0.961882,0.9619,nan,nan,delta,Qm00000083,Qm00000084,0.8302,54.1683,167.5836,0.0000,267.5836,42.8656,0,1,0,none
3,0.8986,Qm00000088,9,3310,0.159818,0.952155,0.9522,nan,nan,delta,Qm00000085,Qm00000086,0.2023,23.1022,79.6337,0.0000,179.6337,37.4875,0,1,0,none
4,0.9004,Qm00000110,0,7682,0.165104,0.954118,0.9541,nan,nan,delta,Qm00000089,Qm00000090,0.5885,47.9714,234.9742,0.0000,334.9742,46.6909,0,1,0,none
4,0.9004,Qm00000110,1,6725,0.097015,0.970473,0.9705,nan,nan,delta,Qm00000091,Qm00000092,0.7424,50.4071,199.9487,0.0000,299.9487,47.1452,0,1,0,none
4,0.9004,Qm00000110,2,1321,0.097787,0.971234,0.9712,nan,nan,delta,Qm00000093,Qm00000094,0.5000,42.2502,173.3314,0.0000,273.3314,45.7342,0,1,0,none
4,0.9004,Qm00000110,3,9621,0.186562,0.945782,0.9458,nan,nan,delta,Qm00000095,Qm00000096,0.5000,42.6194,172.3835,0.0000,272.3835,45.7964,0,1,0,none
4,0.9004,Qm00000110,4,5106,0.134641,0.965113,0.9651,nan,nan,delta,Qm00000097,Qm00000098,0.4660,41.5548,167.8258,0.0000,267.8258,45.6020,0,1,0,none
4,0.9004,Qm00000110,5,4853,0.158903,0.952538,0.9525,nan,nan,delta,Qm00000099,Qm00000100,0.1361,27.2030,128.1945,0.0000,228.1945,42.9767,0,1,0,none
4,0.9004,Qm00000110,6,2291,0.166934,0.949353,0.9494,nan,nan,delta,Qm00000101,Qm00000102,0.0319,0.0000,36.6886,2.6255,128.6502,3.1399,1,1,0,none
4,0.9004,Qm00000110,7,11672,0.179946,0.947912,0.9479,nan,nan,delta,Qm00000103,Qm00000104,0.5000,43.6155,173.9553,0.0000,273.9553,45.9455,0,1,0,none
4,0.9004,Qm00000110,8,7419,0.120167,0.963288,0.9633,nan,nan,delta,Qm00000105,Qm00000106,0.8399,61.0508,228.6343,0.0000,328.6343,48.8491,0,1,0,none
4,0.9004,Qm00000110,9,3310,0.154357,0.953656,0.9537,nan,nan,delta,Qm00000107,Qm00000108,0.1998,24.9712,104.6049,0.0000,204.6049,42.6119,0,1,0,none
5,0.9033,Qm00000132,0,7682,0.161071,0.955268,0.9553,nan,nan,delta,Qm00000111,Qm00000112,0.5871,47.1987,282.1729,0.0000,382.1729,51.7000,0,1,0,none
5,0.9033,Qm00000132,1,6725,0.094618,0.970855,0.9709,nan,nan,delta,Qm00000113,Qm00000114,0.7461,52.8642,252.8129,0.0000,352.8129,52.4578,0,1,0,none
5,0.9033,Qm00000132,2,1321,0.097385,0.971032,0.9710,nan,nan,delta,Qm00000115,Qm00000116,0.5000,42.6534,215.9848,0.0000,315.9848,50.6519,0,1,0,none
