round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
2,0.8823,Qm00000066,8,7419,0.173895,0.947823,0.9478,0.6894,0.2584,delta,Qm00000061,Qm00000062,0.7939,0.0000,27.8381,2.5056,122.7757,5.0048,1,1,0,none
2,0.8823,Qm00000066,9,3310,0.228701,0.934592,0.9346,0.6332,0.3014,delta,Qm00000063,Qm00000064,0.1064,0.0000,16.4884,2.2832,111.8755,4.4723,1,1,0,none
3,0.8896,Qm00000088,0,7682,0.213721,0.940901,0.9409,0.7301,0.2108,delta,Qm00000067,Qm00000068,0.6001,0.0000,74.5680,3.3531,164.3020,2.4487,1,1,0,none
3,0.8896,Qm00000088,1,6725,0.131824,0.961428,0.9614,0.5505,0.4109,delta,Qm00000069,Qm00000070,0.6182,0.0000,39.5560,2.6806,131.3490,2.3789,1,1,0,none
3,0.8896,Qm00000088,2,1321,0.140074,0.960484,0.9605,0.7440,0.2165,delta,Qm00000071,Qm00000072,0.5000,0.0000,25.6334,2.4132,118.2452,2.3015,1,1,0,none
3,0.8896,Qm00000088,3,9621,0.233054,0.933427,0.9334,0.7596,0.1738,delta,Qm00000073,Qm00000074,0.5000,0.0000,30.7858,2.5121,123.0946,2.3789,1,1,0,none
3,0.8896,Qm00000088,4,5106,0.167371,0.954857,0.9549,0.6763,0.2786,delta,Qm00000075,Qm00000076,0.5107,0.0000,27.9855,2.4583,120.4589,2.3813,1,1,0,none
3,0.8896,Qm00000088,5,4853,0.197548,0.941376,0.9414,0.7323,0.2091,delta,Qm00000077,Qm00000078,0.1709,0.0000,24.5062,2.3915,117.1842,2.3553,1,1,0,none
3,0.8896,Qm00000088,6,2291,0.230924,0.931951,0.9320,0.7742,0.1578,delta,Qm00000079,Qm00000080,0.0131,0.0000,18.6848,2.2797,111.7052,2.2682,1,1,0,none
3,0.8896,Qm00000088,7,11672,0.223262,0.935341,0.9353,0.7262,0.2091,delta,Qm00000081,Qm00000082,0.5000,0.0000,27.3130,2.4454,119.8260,2.4431,1,1,0,none
3,0.8896,Qm00000088,8,7419,0.161503,0.950088,0.9501,0.7183,0.2318,delta,Qm00000083,Qm00000084,0.7770,0.0000,27.8381,2.4555,120.3202,2.5024,1,1,0,none
3,0.8896,Qm00000088,9,3310,0.212211,0.938308,0.9383,0.6669,0.2714,delta,Qm00000085,Qm00000086,0.1223,0.0000,16.4884,2.2375,109.6380,2.2362,1,1,0,none
4,0.8937,Qm00000110,0,7682,0.204253,0.942919,0.9429,0.7383,0.2046,delta,Qm00000089,Qm00000090,0.6124,0.0000,74.5680,3.2860,161.0159,1.2243,1,1,0,none
4,0.8937,Qm00000110,1,6725,0.126776,0.962944,0.9629,0.5830,0.3799,delta,Qm00000091,Qm00000092,0.6827,0.0000,39.5560,2.6270,128.7220,1.1895,1,1,0,none
4,0.8937,Qm00000110,2,1321,0.135862,0.961620,0.9616,0.7737,0.1879,delta,Qm00000093,Qm00000094,0.5000,0.0000,25.6334,2.3649,115.8803,1.1507,1,1,0,none
4,0.8937,Qm00000110,3,9621,0.224321,0.935578,0.9356,0.7707,0.1649,delta,Qm00000095,Qm00000096,0.5000,0.0000,30.7858,2.4619,120.6327,1.1895,1,1,0,none
4,0.8937,Qm00000110,4,5106,0.161868,0.956463,0.9565,0.6963,0.2602,delta,Qm00000097,Qm00000098,0.5188,0.0000,27.9855,2.4092,118.0497,1.1907,1,1,0,none
4,0.8937,Qm00000110,5,4853,0.192368,0.943004,0.9430,0.7466,0.1964,delta,Qm00000099,Qm00000100,0.1618,0.0000,24.5062,2.3437,114.8405,1.1776,1,1,0,none
4,0.8937,Qm00000110,6,2291,0.220234,0.933653,0.9337,0.7874,0.1463,delta,Qm00000101,Qm00000102,0.0000,18.4113,37.0960,0.0000,130.1164,11.0036,0,1,0,none
4,0.8937,Qm00000110,7,11672,0.215058,0.937252,0.9373,0.7455,0.1918,delta,Qm00000103,Qm00000104,0.5000,0.0000,27.3130,2.3965,117.4294,1.2216,1,1,0,none
4,0.8937,Qm00000110,8,7419,0.154176,0.952312,0.9523,0.7372,0.2151,delta,Qm00000105,Qm00000106,0.7886,0.0000,27.8381,2.4064,117.9138,1.2512,1,1,0,none
4,0.8937,Qm00000110,9,3310,0.202381,0.940302,0.9403,0.6919,0.2484,delta,Qm00000107,Qm00000108,0.1749,0.0000,16.4884,2.1928,107.4452,1.1181,1,1,0,none
5,0.8968,Qm00000132,0,7682,0.198098,0.944559,0.9446,0.7528,0.1918,delta,Qm00000111,Qm00000112,0.6140,0.0000,74.5680,3.2203,157.7956,0.6122,1,1,0,none
5,0.8968,Qm00000132,1,6725,0.122999,0.964342,0.9643,0.6061,0.3582,delta,Qm00000113,Qm00000114,0.6420,0.0000,39.5560,2.5744,126.1476,0.5947,1,1,0,none
5,0.8968,Qm00000132,2,1321,0.133505,0.961620,0.9616,0.7854,0.1762,delta,Qm00000115,Qm00000116,0.5000,0.0000,25.6334,2.3176,113.5627,0.5754,1,1,0,none
5,0.8968,Qm00000132,3,9621,0.218154,0.937335,0.9373,0.7694,0.1679,delta,Qm00000117,Qm00000118,0.4786,0.0000,30.7858,2.4127,118.2200,0.5947,1,1,0,none
5,0.8968,Qm00000132,4,5106,0.158387,0.957893,0.9579,0.7024,0.2555,delta,Qm00000119,Qm00000120,0.5105,0.0000,27.9855,2.3610,115.6887,0.5953,1,1,0,none
5,0.8968,Qm00000132,5,4853,0.188803,0.943602,0.9436,0.7549,0.1887,delta,Qm00000121,Qm00000122,0.1414,0.0000,24.5062,2.2968,112.5437,0.5888,1,1,0,none
5,0.8968,Qm00000132,6,2291,0.213250,0.935705,0.9357,0.7957,0.1400,delta,Qm00000123,Qm00000124,0.0402,17.6386,54.7346,0.0000,147.7550,18.8273,0,1,0,none
5,0.8968,Qm00000132,7,11672,0.209242,0.938837,0.9388,0.7497,0.1891,delta,Qm00000125,Qm00000126,0.5000,0.0000,27.3130,2.3486,115.0809,0.6108,1,1,0,none
5,0.8968,Qm00000132,8,7419,0.148871,0.953956,0.9540,0.7491,0.2049,delta,Qm00000127,Qm00000128,0.7585,0.0000,27.8381,2.3583,115.5555,0.6256,1,1,0,none
5,0.8968,Qm00000132,9,3310,0.195495,0.942598,0.9426,0.7009,0.2417,delta,Qm00000129,Qm00000130,0.1211,0.0000,16.4884,2.1489,105.2963,0.5590,1,1,0,none
