round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
0,0.7708,Qm00000022,0,7682,0.354440,0.912575,0.9126,0.6518,0.2608,delta,Qm00000001,Qm00000002,0.7319,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,1,6725,0.203750,0.944476,0.9445,0.3473,0.5972,delta,Qm00000003,Qm00000004,0.5000,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,2,1321,0.340063,0.911128,0.9111,0.3936,0.5175,delta,Qm00000005,Qm00000006,0.2563,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,3,9621,0.364927,0.899574,0.8996,0.6968,0.2028,delta,Qm00000007,Qm00000008,0.5000,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,4,5106,0.287084,0.923913,0.9239,0.4673,0.4566,delta,Qm00000009,Qm00000010,0.5065,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,5,4853,0.349951,0.902411,0.9024,0.6006,0.3018,delta,Qm00000011,Qm00000012,0.4219,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,6,2291,0.494763,0.878787,0.8788,0.6158,0.2630,delta,Qm00000013,Qm00000014,0.1300,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,7,11672,0.330691,0.907085,0.9071,0.6905,0.2166,delta,Qm00000015,Qm00000016,0.7205,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,8,7419,0.293955,0.920137,0.9201,0.5914,0.3287,delta,Qm00000017,Qm00000018,0.9459,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7708,Qm00000022,9,3310,0.416407,0.890181,0.8902,0.4154,0.4748,delta,Qm00000019,Qm00000020,0.0406,0.0000,10.0000,2.0000,98.0000,5.0000,1,1,0,none
1,0.8573,Qm00000044,0,7682,0.257548,0.932947,0.9329,0.6902,0.2427,delta,Qm00000023,Qm00000024,0.6198,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,1,6725,0.154587,0.956401,0.9564,0.4219,0.5345,delta,Qm00000025,Qm00000026,0.5743,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,2,1321,0.178437,0.952536,0.9525,0.5953,0.3572,delta,Qm00000027,Qm00000028,0.5000,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,3,9621,0.274353,0.923771,0.9238,0.7243,0.1995,delta,Qm00000029,Qm00000030,0.5000,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,4,5106,0.199799,0.945398,0.9454,0.5319,0.4135,delta,Qm00000031,Qm00000032,0.5237,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,5,4853,0.232007,0.932866,0.9329,0.6939,0.2390,delta,Qm00000033,Qm00000034,0.2778,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8573,Qm00000044,6,2291,0.296339,0.922392,0.9224,0.6928,0.2296,delta,Qm00000035,Qm00000036,0.0846,0.0000,20.0000,1.9600,96.0400,2.5000,1,1,0,none
