round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
1,0.8588,Qm00000044,5,4853,0.231378,0.932681,0.9327,0.6926,0.2401,delta,Qm00000033,Qm00000034,0.2711,0.0000,24.2231,2.4845,121.7387,9.4015,1,1,0,none
1,0.8588,Qm00000044,6,2291,0.295407,0.923352,0.9234,0.6918,0.2316,delta,Qm00000035,Qm00000036,0.0779,0.0000,18.6985,2.3740,116.3246,9.0730,1,1,0,none
1,0.8588,Qm00000044,7,11672,0.258722,0.926979,0.9270,0.7081,0.2189,delta,Qm00000037,Qm00000038,0.5183,0.0000,27.2262,2.5445,124.6816,9.7609,1,1,0,none
1,0.8588,Qm00000044,8,7419,0.198708,0.943604,0.9436,0.6367,0.3069,delta,Qm00000039,Qm00000040,0.8483,0.0000,27.8900,2.5578,125.3322,10.0081,1,1,0,none
1,0.8588,Qm00000044,9,3310,0.265912,0.926828,0.9268,0.5447,0.3821,delta,Qm00000041,Qm00000042,0.0256,0.0000,16.4380,2.3288,114.1092,8.9393,1,1,0,none
2,0.8794,Qm00000066,0,7682,0.228285,0.938493,0.9385,0.7110,0.2275,delta,Qm00000045,Qm00000046,0.6145,0.0000,74.5680,3.4215,167.6551,4.8922,1,1,0,none
2,0.8794,Qm00000066,1,6725,0.140068,0.959405,0.9594,0.4972,0.4622,delta,Qm00000047,Qm00000048,0.6000,0.0000,39.7479,2.7391,134.2139,4.7581,1,1,0,none
2,0.8794,Qm00000066,2,1321,0.149264,0.958592,0.9586,0.7005,0.2581,delta,Qm00000049,Qm00000050,0.5000,0.0000,26.0427,2.4704,121.0514,4.6095,1,1,0,none
2,0.8794,Qm00000066,3,9621,0.246324,0.930329,0.9303,0.7482,0.1821,delta,Qm00000051,Qm00000052,0.5000,0.0000,30.7742,2.5632,125.5955,4.7579,1,1,0,none
2,0.8794,Qm00000066,4,5106,0.177723,0.952409,0.9524,0.6262,0.3262,delta,Qm00000053,Qm00000054,0.5206,0.0000,27.9595,2.5080,122.8923,4.7621,1,1,0,none
2,0.8794,Qm00000066,5,4853,0.207422,0.939893,0.9399,0.7148,0.2251,delta,Qm00000055,Qm00000056,0.2086,0.0000,24.2231,2.4348,119.3039,4.7008,1,1,0,none
2,0.8794,Qm00000066,6,2291,0.249845,0.929943,0.9299,0.7409,0.1890,delta,Qm00000057,Qm00000058,0.0193,0.0000,18.6985,2.3265,113.9981,4.5365,1,1,0,none
2,0.8794,Qm00000066,7,11672,0.235604,0.931837,0.9318,0.7183,0.2135,delta,Qm00000059,Qm00000060,0.5000,0.0000,27.2262,2.4936,122.1880,4.8804,1,1,0,none
2,0.8794,Qm00000066,8,7419,0.173502,0.947918,0.9479,0.6937,0.2542,delta,Qm00000061,Qm00000062,0.7860,0.0000,27.8900,2.5066,122.8255,5.0041,1,1,0,none
2,0.8794,Qm00000066,9,3310,0.229844,0.934139,0.9341,0.6212,0.3129,delta,Qm00000063,Qm00000064,0.1021,0.0000,16.4380,2.2822,111.8270,4.4697,1,1,0,none
3,0.8890,Qm00000088,0,7682,0.213557,0.940914,0.9409,0.7293,0.2116,delta,Qm00000067,Qm00000068,0.6067,0.0000,74.5680,3.3531,164.3020,2.4461,1,1,0,none
3,0.8890,Qm00000088,1,6725,0.132412,0.961829,0.9618,0.5528,0.4090,delta,Qm00000069,Qm00000070,0.6341,0.0000,39.7479,2.6843,131.5296,2.3791,1,1,0,none
3,0.8890,Qm00000088,2,1321,0.139452,0.960409,0.9604,0.7430,0.2174,delta,Qm00000071,Qm00000072,0.5000,0.0000,26.0427,2.4210,118.6304,2.3048,1,1,0,none
3,0.8890,Qm00000088,3,9621,0.232721,0.933687,0.9337,0.7621,0.1716,delta,Qm00000073,Qm00000074,0.5000,0.0000,30.7742,2.5119,123.0836,2.3789,1,1,0,none
3,0.8890,Qm00000088,4,5106,0.167836,0.955131,0.9551,0.6721,0.2830,delta,Qm00000075,Qm00000076,0.5128,0.0000,27.9595,2.4578,120.4345,2.3811,1,1,0,none
3,0.8890,Qm00000088,5,4853,0.197518,0.942304,0.9423,0.7348,0.2075,delta,Qm00000077,Qm00000078,0.1901,0.0000,24.2231,2.3861,116.9178,2.3504,1,1,0,none
3,0.8890,Qm00000088,6,2291,0.230703,0.931951,0.9320,0.7681,0.1639,delta,Qm00000079,Qm00000080,0.0005,0.0000,18.6985,2.2800,111.7181,2.2682,1,1,0,none
3,0.8890,Qm00000088,7,11672,0.223116,0.935118,0.9351,0.7286,0.2065,delta,Qm00000081,Qm00000082,0.5000,0.0000,27.2262,2.4438,119.7442,2.4402,1,1,0,none
3,0.8890,Qm00000088,8,7419,0.161655,0.950290,0.9503,0.7159,0.2344,delta,Qm00000083,Qm00000084,0.7805,0.0000,27.8900,2.4565,120.3690,2.5020,1,1,0,none
3,0.8890,Qm00000088,9,3310,0.212803,0.937190,0.9372,0.6674,0.2698,delta,Qm00000085,Qm00000086,0.1333,0.0000,16.4380,2.2365,109.5905,2.2348,1,1,0,none
4,0.8933,Qm00000110,0,7682,0.204210,0.943049,0.9430,0.7395,0.2035,delta,Qm00000089,Qm00000090,0.6136,0.0000,74.5680,3.2860,161.0159,1.2230,1,1,0,none
4,0.8933,Qm00000110,1,6725,0.126933,0.962885,0.9629,0.5748,0.3881,delta,Qm00000091,Qm00000092,0.6625,0.0000,39.7479,2.6306,128.8990,1.1895,1,1,0,none
4,0.8933,Qm00000110,2,1321,0.135217,0.961696,0.9617,0.7701,0.1916,delta,Qm00000093,Qm00000094,0.5000,0.0000,26.0427,2.3726,116.2578,1.1524,1,1,0,none
4,0.8933,Qm00000110,3,9621,0.224080,0.935766,0.9358,0.7637,0.1721,delta,Qm00000095,Qm00000096,0.5000,0.0000,30.7742,2.4617,120.6220,1.1895,1,1,0,none
4,0.8933,Qm00000110,4,5106,0.162173,0.956796,0.9568,0.6917,0.2651,delta,Qm00000097,Qm00000098,0.5117,0.0000,27.9595,2.4087,118.0258,1.1905,1,1,0,none
4,0.8933,Qm00000110,5,4853,0.192527,0.943190,0.9432,0.7430,0.2002,delta,Qm00000099,Qm00000100,0.1669,0.0000,24.2231,2.3384,114.5795,1.1752,1,1,0,none
4,0.8933,Qm00000110,6,2291,0.219924,0.934352,0.9344,0.7842,0.1502,delta,Qm00000101,Qm00000102,0.0082,0.0000,18.6985,2.2344,109.4838,1.1341,1,1,0,none
4,0.8933,Qm00000110,7,11672,0.215005,0.937192,0.9372,0.7421,0.1951,delta,Qm00000103,Qm00000104,0.5000,0.0000,27.2262,2.3949,117.3494,1.2201,1,1,0,none
4,0.8933,Qm00000110,8,7419,0.153926,0.951961,0.9520,0.7328,0.2192,delta,Qm00000105,Qm00000106,0.7964,0.0000,27.8900,2.4074,117.9616,1.2510,1,1,0,none
4,0.8933,Qm00000110,9,3310,0.202461,0.940060,0.9401,0.6876,0.2525,delta,Qm00000107,Qm00000108,0.1333,0.0000,16.4380,2.1918,107.3987,1.1174,1,1,0,none
