round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
1,0.8582,Qm00000044,6,2291,0.294785,0.922305,0.9223,0.6898,0.2325,delta,Qm00000035,Qm00000036,0.0831,0.0000,0.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8582,Qm00000044,7,11672,0.258198,0.927527,0.9275,0.7104,0.2171,delta,Qm00000037,Qm00000038,0.5198,0.0000,0.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8582,Qm00000044,8,7419,0.198796,0.943119,0.9431,0.6434,0.2997,delta,Qm00000039,Qm00000040,0.8490,0.0000,0.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8582,Qm00000044,9,3310,0.265590,0.927311,0.9273,0.5443,0.3830,delta,Qm00000041,Qm00000042,0.0385,0.0000,0.0000,1.9600,96.0400,2.5000,1,1,0,none
2,0.8798,Qm00000066,0,7682,0.228196,0.938284,0.9383,0.7152,0.2231,delta,Qm00000045,Qm00000046,0.6003,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,1,6725,0.139477,0.959450,0.9594,0.5011,0.4583,delta,Qm00000047,Qm00000048,0.6000,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,2,1321,0.149841,0.959500,0.9595,0.7026,0.2569,delta,Qm00000049,Qm00000050,0.5000,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,3,9621,0.246438,0.930298,0.9303,0.7452,0.1851,delta,Qm00000051,Qm00000052,0.5000,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,4,5106,0.177660,0.951528,0.9515,0.6245,0.3270,delta,Qm00000053,Qm00000054,0.5349,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,5,4853,0.207200,0.939893,0.9399,0.7228,0.2171,delta,Qm00000055,Qm00000056,0.2028,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,6,2291,0.249297,0.928197,0.9282,0.7405,0.1877,delta,Qm00000057,Qm00000058,0.0147,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,7,11672,0.235194,0.932625,0.9326,0.7162,0.2164,delta,Qm00000059,Qm00000060,0.5000,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,8,7419,0.173286,0.948147,0.9481,0.6902,0.2579,delta,Qm00000061,Qm00000062,0.8079,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
2,0.8798,Qm00000066,9,3310,0.228876,0.935378,0.9354,0.6304,0.3050,delta,Qm00000063,Qm00000064,0.1198,0.0000,0.0000,1.9208,94.1192,1.2500,1,1,0,none
