round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
0,0.7646,Qm00000022,0,7682,0.355739,0.912315,0.9123,0.6693,0.2430,delta,Qm00000001,Qm00000002,0.7170,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,1,6725,0.203586,0.944416,0.9444,0.3452,0.5992,delta,Qm00000003,Qm00000004,0.5000,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,2,1321,0.343306,0.912945,0.9129,0.3899,0.5230,delta,Qm00000005,Qm00000006,0.2696,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,3,9621,0.363639,0.899886,0.8999,0.6850,0.2149,delta,Qm00000007,Qm00000008,0.5000,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,4,5106,0.286914,0.924109,0.9241,0.4687,0.4554,delta,Qm00000009,Qm00000010,0.5076,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,5,4853,0.349838,0.901793,0.9018,0.5907,0.3111,delta,Qm00000011,Qm00000012,0.4081,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,6,2291,0.496090,0.880445,0.8804,0.6216,0.2588,delta,Qm00000013,Qm00000014,0.1277,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,7,11672,0.330932,0.907856,0.9079,0.6961,0.2118,delta,Qm00000015,Qm00000016,0.7278,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,8,7419,0.293348,0.920447,0.9204,0.5860,0.3344,delta,Qm00000017,Qm00000018,0.9411,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
0,0.7646,Qm00000022,9,3310,0.417268,0.890876,0.8909,0.4094,0.4815,delta,Qm00000019,Qm00000020,0.0434,0.0000,300.0000,2.0000,98.0000,5.0000,1,1,0,none
1,0.8525,Qm00000044,0,7682,0.258647,0.932518,0.9325,0.6834,0.2491,delta,Qm00000023,Qm00000024,0.6094,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,1,6725,0.154142,0.956803,0.9568,0.4217,0.5351,delta,Qm00000025,Qm00000026,0.5727,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,2,1321,0.177179,0.954050,0.9540,0.5907,0.3633,delta,Qm00000027,Qm00000028,0.5000,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,3,9621,0.273356,0.924436,0.9244,0.7292,0.1952,delta,Qm00000029,Qm00000030,0.5000,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,4,5106,0.199493,0.946122,0.9461,0.5434,0.4027,delta,Qm00000031,Qm00000032,0.5229,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,5,4853,0.230784,0.932619,0.9326,0.6922,0.2404,delta,Qm00000033,Qm00000034,0.2709,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,6,2291,0.296018,0.923745,0.9237,0.6889,0.2348,delta,Qm00000035,Qm00000036,0.0780,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
1,0.8525,Qm00000044,7,11672,0.258818,0.927288,0.9273,0.7059,0.2214,delta,Qm00000037,Qm00000038,0.5243,0.0000,600.0000,1.9600,96.0400,2.5000,1,1,0,none
