round,global_acc,manifest_cid,node_id,samples,loss,acc,claimed_acc,eval_acc,acc_diff,update_type,model_update_cid,metrics_cid,contrib_score,reward,balance,stake_penalty,stake,reputation,malicious_detected,committee,is_malicious,strategy
1,0.8605,Qm00000044,7,11672,0.258670,0.927210,0.9272,0.7063,0.2209,delta,Qm00000037,Qm00000038,0.5191,0.0000,58.7795,1.9600,96.0400,2.5000,1,1,0,none
1,0.8605,Qm00000044,8,7419,0.199252,0.942620,0.9426,0.6385,0.3041,delta,Qm00000039,Qm00000040,0.8378,0.0000,66.0514,1.9600,96.0400,2.5000,1,1,0,none
1,0.8605,Qm00000044,9,3310,0.265798,0.927009,0.9270,0.5407,0.3863,delta,Qm00000041,Qm00000042,0.0298,0.0000,33.5071,1.9600,96.0400,2.5000,1,1,0,none
2,0.8809,Qm00000066,0,7682,0.228195,0.938636,0.9386,0.7106,0.2280,delta,Qm00000045,Qm00000046,0.6094,0.0000,145.8087,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,1,6725,0.140060,0.959182,0.9592,0.4968,0.4624,delta,Qm00000047,Qm00000048,0.6000,0.0000,104.9108,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,2,1321,0.149055,0.958516,0.9585,0.6975,0.2610,delta,Qm00000049,Qm00000050,0.5000,0.0000,80.8595,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,3,9621,0.246664,0.930371,0.9304,0.7441,0.1863,delta,Qm00000051,Qm00000052,0.5000,0.0000,92.1344,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,4,5106,0.177262,0.952135,0.9521,0.6286,0.3235,delta,Qm00000053,Qm00000054,0.5220,0.0000,90.1851,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,5,4853,0.207531,0.940367,0.9404,0.7179,0.2225,delta,Qm00000055,Qm00000056,0.2108,0.0000,75.2630,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,6,2291,0.249884,0.929594,0.9296,0.7450,0.1846,delta,Qm00000057,Qm00000058,0.0305,0.0000,55.8612,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,7,11672,0.235424,0.932608,0.9326,0.7146,0.2180,delta,Qm00000059,Qm00000060,0.5000,0.0000,95.9337,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,8,7419,0.173714,0.947554,0.9476,0.6923,0.2553,delta,Qm00000061,Qm00000062,0.7873,0.0000,113.5816,1.9208,94.1192,1.2500,1,1,0,none
2,0.8809,Qm00000066,9,3310,0.229488,0.934592,0.9346,0.6225,0.3121,delta,Qm00000063,Qm00000064,0.1103,0.0000,51.8506,1.9208,94.1192,1.2500,1,1,0,none
